ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
137,Qixia Tangshanpeng Windfarm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"45,774",Asia,2009-09-10,2019-01-01,2025-12-31
123,Longwangtan 15MW Hydro Power Project in Guizhou Province,Longyuan Hydro Power Development in Congiang Count,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"43,274",Asia,2009-08-06,,
124,Gansu Yumen Sanshilijingzi Wind Power Project,"Gansu Jieyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"106,556",Asia,2020-06-04,,
125,Taicang Waste Incineration Project,Taicang Waste Incineration Cogeneration Co. Ltd,Waste handling and disposal,,AM0025,Late to verify,China,"90,779",,2020-04-06,,
127,"Fuel switchover from higher carbon intensive fuels to Natural Gas (NG) at Indian Farmers Fertiliser Cooperative Ltd (IFFCO) in Phulpur Village, Allahabad, Uttar Pradesh by M/s Indian Farmers Fertiliser Cooperative Ltd (IFFCO)",INDIAN FARMERS FERTILISER COOPERATIVE LIMITED,Chemical industry; Energy industries (renewable/non-renewable sources),,ACM0009,Late to verify,India,"80,000",Asia,2009-08-18,,
128,Promotion of Low cost Irrigation Device in Eastern States of India,International Development Enterprises (India),Energy demand; Energy industries (renewable/non-renewable sources),,AMS-I.B.,Late to verify,India,"25,339",Asia,2020-04-06,2019-01-01,2025-12-31
130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Brazil,"27,771",Latin America,2020-04-06,2016-04-01,2026-03-31
132,"9 MW Neria Hyrdroelectric project, Karnataka, India",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"18,663",Asia,2009-08-29,,
85,Shizibao Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"7,626",Asia,2020-04-06,2021-06-01,2028-05-31
86,Xiangjian Hydropower Station Units 3 and 4 Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"10,928",Asia,2020-04-06,,
87,Xiangshuihe Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"5,922",Asia,2020-04-06,2021-06-01,2028-05-31
88,Sanchawan 32MW Hydro Power Project,"Guizhou Anshun Sanchawan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"117,618",Asia,2009-06-30,2020-11-01,2027-10-31
89,Xinjiang Dabancheng Sanchang First Phase Wind Farm Project,"Xinjiang Tianfeng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"80,817",Asia,2020-04-06,,
90,Dongliuxi Erji 12.6 MW Hydropower Project in Hubei Province,Essent Trading,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"44,982",Asia,2020-04-06,2021-07-15,2028-07-14
91,Changshatou 10MW Hydropower Project in Hubei Province,"Yichang Changfeng Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"33,022",Asia,2020-04-06,2017-12-10,2027-12-09
99,Saihanba East 45.05 MW Windfarm Project,"Datang Chifeng Saihanba Wind Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"111,812",Asia,2009-07-15,2020-10-01,2027-09-30
100,Boiler fuel conversion from Furnace Oil to Bagasse at Biltube Core Boards Ltd,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,AMS-III.B.,Late to verify,India,"4,453",Asia,2009-07-15,,
101,Bagasse based Co-generation Power Project at Khatauli,Triveni Engineering and Industries Limited (TEIL),Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,India,"86,808",Asia,2009-07-15,,
102,6 MW Rice Husk based cogeneration plant at Bhageshwari Papers Private Limited,Bhageshwari Paper Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"28,983",Asia,2009-07-15,2020-03-28,2027-03-27
103,RIMA Fuel Switch in Bocaiúva,RIMA Industrial S/A,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Brazil,"28,849",Latin America,2009-07-15,,
104,Wood waste-to-energy project at Sawmill-25 (Arkhangelsk),JSC Sawmill 25,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,Russian Federation,"42,198",Europe,2009-07-15,2006-01-01,2030-12-31
105,Maoshaping Hydro Power Project,"Yangbi Heihuijiang Electric Power Development Co.,",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"31,810",Asia,2009-07-15,2021-05-10,2028-05-09
106,"Taohua 9MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"29,516",Asia,2009-07-15,2020-09-26,2027-09-25
107,Amatitlan Geothermal Project,Ortitlan Limitada,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Guatemala,"82,978",Latin America,2020-04-06,2021-02-10,2028-02-09
108,Tiefa Coal Mine Methane Utilisation for Power Generation Project,"Tiefa Coal Industry (Group) Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Late to verify,China,"231,759",Asia,2020-04-06,2017-10-30,2027-10-29
109,8.25 MW Bundled Wind Power Project,M/s MITCON Consultancy Services Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,888",Asia,2009-07-23,,
110,Mani 14 MW Small Hydropower Project,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"56,597",Asia,2009-07-23,2020-01-09,2027-01-08
112,"Yunnan Nameguo, Faguo Hydropower stations",Siento Energy Investment,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"58,077",Asia,2020-04-06,2016-04-01,2026-03-31
114,"7.2 MW Wind Project at Chitradurga, Karnataka",M/s Mysore Mercantile Co. Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"13,104",Asia,2009-07-27,,
115,Reduction of methane emissions in the low pressure gas distribution network of the Tomsk Oblast in the Russian Federation,Core Carbon Group ApS,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Late to verify,Russian Federation,"50,734",Asia,2009-07-28,,
116,Jilin Liaoyuan Meihe Coal Mine Methane Power Generation Project,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Mining/mineral production,,ACM0008,Late to verify,China,"41,348",Asia,2009-07-29,,
117,"Waste heat recovery based power plant at Hindustan Zinc Limited, Chanderia",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0012,Registered,India,"51,609",Asia,2020-04-06,,
118,Huangyutang Hydro Power Project in Guizhou Province,Guizhou Tengyuan Electric Power Development Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"43,149",Asia,2020-04-06,2022-06-01,2029-05-31
119,Changtan Hydro Power Project in Guizhou Province,Sinan Tengyuan Shuanghe Electric Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"16,447",Asia,2020-04-06,2022-06-01,2029-05-31
94,Jiangsu  Qingshi Cement  Plant’s Low Temperature Waste Heat Power  Generation Project,Jiangsu Qingshi Cement Co. Ltd.,Energy distribution,,ACM0012,Late to verify,China,"81,491",Asia,2009-07-15,2021-12-01,2028-11-30
95,Heilongjiang Huafu Muling Wind Farm Project,Heilongjiang Huafu Muling Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"76,644",Asia,2009-07-15,2019-12-14,2026-12-13
96,Shandong Yucheng Xinyuan Biomass Heat & Power,"Shandong Yuchen Xinyuan Heat & Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; ACM0006,Late to verify,China,"189,552",Asia,2009-07-15,2021-01-01,2027-12-31
97,Yanling Shendu Hydropower Project,"Hunan Zhongda Shendu Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"19,883",Asia,2009-07-15,,
121,Saihanba North 45.05 MW Windfarm Project,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"111,812",Asia,2009-08-04,2020-11-01,2027-10-31
2,LITL's Wind Power Project at Tamilnadu,Lanco Infratech Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"22,917",,2020-04-06,,
3,Liaoning Xingcheng Haibin Wind Farm Project,"Hefeng Taoyuan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"122,340",,2020-04-06,,
4,AWMS METHANE RECOVERY PROJECT BR06-S-19,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"19,989",Latin America,2009-03-17,,
6,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 2) CHINA,Hong Kong Wind Power (Muling) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"75,293",Asia,2009-03-24,,
7,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA,Asia Wind Power (Mudanjiang) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"75,293",Asia,2009-03-24,,
9,Worcester County Renewable Energy Landfill Gas Collection and Combustion Project,TerraPass,Waste handling and disposal,,ACM0001,Withdrawn,United States,"104,000",North America,,2018-07-04,2028-07-03
14,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Joslin","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"35,000",North America,2020-04-06,,
15,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Amarillo","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"100,000",North America,2020-04-06,,
16,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Lexington","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"90,000",North America,2020-04-06,,
17,"Methane Capture, Flare and Utilization at Tyson Wastewater Treatment Facilities - Storm Lake","Inactive - Blue Source, LLC - Project Proponent 2",Waste handling and disposal,,ACM0014,Late to verify,United States,"40,000",North America,2020-04-06,,
18,AWMS METHANE RECOVERY PROJECT BR06-S-21,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"17,918",Latin America,2009-03-18,,
19,AWMS METHANE RECOVERY PROJECT BR06-S-24,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"21,280",Latin America,2009-03-18,,
20,AWMS METHANE RECOVERY PROJECT BR06-S-25,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"28,222",Latin America,2009-03-18,,
21,AWMS METHANE RECOVERY PROJECT BR06-S-26,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"12,411",Latin America,2009-03-18,,
22,AWMS METHANE RECOVERY PROJECT BR06-S-27,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"11,001",Latin America,2009-03-18,,
23,AWMS METHANE RECOVERY PROJECT BR06-S-28,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"4,228",Latin America,2009-03-18,2021-01-01,2027-12-31
24,AWMS METHANE RECOVERY PROJECT BR06-S-29,Agcert do Brasil Solucoes Ambientais Ltda.,Waste handling and disposal,,AMS-III.D.,Late to verify,Brazil,"22,819",Latin America,2009-03-19,,
26,Gansu Diebu Niaojiaga 12.9 MW Hydropower Station Project,"Diebu Niaojiaga Hydropower Development Co, Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"55,789",Asia,2020-04-06,,
27,Yunnan Heier 25MW Hydro Power Project,Origin Energy Electricity Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"96,046",,2020-04-06,,
28,Hubei Hefeng Yanzi Town Baishun Village Taohuashan Hydropower Station,COzero,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"39,915",,2020-04-06,,
37,ISLWASTE HEAT RECOVERY PROJECT,Ind Synergy Ltd,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,India,"67,185",Asia,2009-04-21,,
38,Energy Efficiency Project in the Ramla Cement Plant in Israel,Nesher Cement Enterprises Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.; AMS-II.D.,Late to verify,Israel,"8,165",Middle East,2020-04-06,,
39,"Offis Textile Ltd. Fuel Switch, Israel",Offis Textile Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.B.,Late to verify,Israel,"9,243",Middle East,2020-04-06,,
40,Yichun Erduoyan Wind Power Project 28.05MW,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,966",Asia,2009-05-04,,
41,Chao Khun Agro Biogas Energy Project,Thai Biogas Energy Company Ltd,Waste handling and disposal,,AMS-III.D.,Late to verify,Thailand,"48,167",Asia,2020-04-06,,
42,Ratchaburi Farms Biogas Project at Nong Bua Farm,"Nong Bua Farm & Country Home Village Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-III.D.,Late to verify,Thailand,"15,958",Asia,2020-04-06,,
43,Fuel Switch from fossil fuel to renewable biomass for thermal energy applications in Rajasthan,Greenply Industries Limited (GIL),Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"17,475",Asia,2020-04-06,,
44,Jiratpattana Biogas Energy Project,Thai Biogas Energy Company Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"24,726",Asia,2020-04-06,,
45,Zhoubai Hydroelectric Project,Chongqing Wujiang Industry (power) Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"58,051",Asia,2020-04-06,,
46,Wahei Hydroelectric Project,"Sichuan Mabian Xianjiapuhe Power Generation Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"177,575",Asia,2020-04-06,2020-06-27,2027-06-26
47,Jinan Landfill Gas to Energy Project,"Shandong Shifang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Late to verify,China,"112,908",Asia,2020-04-06,2020-05-01,2027-04-30
48,Shandong Tuoji Island Wind Farm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,998",Asia,2009-05-05,2021-03-03,2028-03-02
49,Liaoning Huanren Niumaodashan Wind Power Project,"CASC Longyuan (Benxi) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"61,739",Asia,2020-04-06,,
50,Willow Creek Dairy Farm Project,Willow Creek,Waste handling and disposal,,AMS-III.Y; VMR0003,Late to verify,United States,"16,018",North America,2009-05-12,2016-03-26,2026-03-25
51,29.70 MW Wind Power project in Karnataka India,ACCIONA WIND ENERGY PVT. LTD.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"88,240",Asia,2020-04-06,,
11,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",Vitol SA,Energy industries (renewable/non-renewable sources),,ACM0002; ACM0012,Late to verify,China,"51,360",,2020-04-06,,
12,Chuanwei Group 24 MW Waste Gas based Captive Power Plant,"Neijiang Xingming Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"183,021",Asia,2020-04-06,2021-01-01,2027-12-31
30,Hunan Dongping 72MW Hydropower Project,Wuling Power Corporation Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"253,336",Asia,2020-04-06,2021-04-01,2028-03-31
35,Zhuhai Hengqin Island Wind Farm Project,Zhuhai Guohua Wonderful Wind Power Exploitation Co,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"33,217",Asia,2020-04-06,2022-01-07,2029-01-06
55,Lucevans Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"9,144",Latin America,2020-04-06,,
56,"Manasi River Stage I Hydropower Project of Hongshanzui Hydropower Plant, Xinjiang Tianfu Thermoelectric Co., Ltd.","Xinjiang Tianfu Thermoelectric Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"150,000",Asia,2020-04-06,2021-01-01,2027-12-31
57,Waste Biomass Utilization at JSC Arkhangelsk Pulp and Paper Mill (APPM),Arkhangelsk Pulp and Paper Mill,Waste handling and disposal,,ACM0006,Late to verify,Russian Federation,"204,290",,2020-04-06,,
58,Pubu Hydropower Station Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"8,746",Asia,2020-04-06,,
59,Biomass powered process heat production and use project at Kangwal,"Kangwal Polyester Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Thailand,"21,885",Asia,2020-04-06,,
60,Irmãos Fredi Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"28,990",Latin America,2011-07-01,,
61,Tapajós Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"10,622",Latin America,2020-04-07,,
62,Yunnan Dehong Longchuan Bienaihe 1st and 2nd Level Hydropower Stations,"Longchuan Minhong Hydro Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Late to verify,China,"34,907",Asia,2020-04-06,2020-03-28,2027-03-27
212,"Joarin, Utilization of Coal-Mine-Methane",Carbon-TF B.V.,Mining/mineral production,,,Late to verify,Germany,"62,754",,2020-04-06,,
53,Milenium Ceramic Switching Non Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"23,371",Latin America,2020-04-06,,
65,Reunidas Ceramic Switching Non-Renewable Biomass Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"5,553",Latin America,2020-04-06,2017-10-01,2027-09-30
67,Ratchaburi Farms Biogas Project at SPM Farm,"SPM Feedmill Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-III.D.,Late to verify,Thailand,"23,556",Asia,2020-04-06,,
68,"119.8 MW Natural Gas based Combined Cycle Power Plant, at Tanjavur, Tamilnadu by M/s Aban  Power Company Limited",Lanco Tanjore Power Company Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,"181,153",Asia,2020-04-06,,
213,"Kurl 3, Utilization of Coal-Mine-Methane",Carbon-TF B.V.,"Fugitive emissions from fuels (solid, oil and gas)",,,Late to verify,Germany,"94,132",,2020-04-06,,
69,5.8 MW Wind Energy Generation by M/s Patspin India Limited,Patspin India Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"12,975",Asia,2009-06-10,,
70,Irani Wastewater Methane Avoidance Project,EcoSecurities International Limited,Waste handling and disposal,,AMS-III.I.,Late to verify,Brazil,"55,966",Latin America,2020-04-06,2021-04-01,2028-03-31
71,Chengde Hongsong Windfarm Project,Hebei Hong-Song Wind Power Share Holding Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,000",Asia,2009-06-11,,
73,"Mingying 3.75MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"8,268",Asia,2009-06-15,2020-12-18,2027-12-17
75,5.4 MW Grouped Wind Power Project in Gujarat & Maharashtra (India) by Rohan Builders (India) Pvt Ltd.,Rohan Builders (India),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,143",Asia,2009-06-15,,
76,Liaoyuan Jingang cement Waste Heat Recovery,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,China,"100,636",Asia,2009-06-15,2020-09-29,2027-09-28
78,NOBRECEL Biomass energy project,EcoSecurities International Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,Brazil,"76,743",Latin America,2020-04-06,2022-01-01,2031-12-31
79,New Zealand Household Energy Efficient Lighting Projects (HELP),Energy Mad Limited,Energy demand,,AM0046,Late to verify,New Zealand,"107,800",Oceania,2020-04-06,,
80,Greenville County Landfill Gas Utilization Project,"Greenville Gas Producers, LLC",Waste handling and disposal,,ACM0001,Late to verify,United States,"145,008",North America,2009-06-19,2017-08-01,2027-07-31
81,São Judas Tadeu Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"16,416",Latin America,2020-04-06,,
1078,Guangdong Zhanjiang Yangqian 49.5MW Wind Power Project,Guangdong Yudean Zhanjiang Wind Power Co.Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"79,683",Asia,2013-06-10,,
1086,Guizhou Tongzihe Yangjiayuan Hydropower Project,"Guizhou Tongzi River Hydropower Development Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"100,858",Asia,2013-06-18,,
1087,Weatherization of single and multi-family dwellings in Virginia,Local Energy Alliance Partnership (LEAP),Energy distribution,,VM0008,Under validation,United States,"1,374",North America,,,
1088,"4.2 MW Wind Power Project by National Enterprises at Tamil Nadu, India",National Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"9,294",Asia,2013-06-21,,
1095,"Heishan LN1 Household Biogas Project in Jinzhou, Liaoning Province",Beijing Rural Well-off Economy &Technology,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.C.; AMS-III.D.; AMS-III.R.,Under validation,China,"36,298",Asia,,,
1101,BALKODU 1 HYDRO POWER PLANT,BTA Enerji Elektrik Üretim İnşaat,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Turkey,"20,642",Middle East,,,
1102,"Wind Power Project in Tinwari, Rajasthan",Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"30,649",Asia,2013-07-04,,
1103,Upgrade of Dominican Power Partners’ Los Mina power station from open cycle to combined cycle power generation,"DOMINICAN POWER PARTNERS, LDC",Energy industries (renewable/non-renewable sources),,ACM0007,Registered,Dominican Republic,"345,758",Latin America,2013-07-05,2016-01-01,2025-12-31
1104,KALE HYDROELECTRIC POWER PLANT,AVKAL ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,Turkey,"48,661",Middle East,2013-07-18,2023-03-01,2033-02-28
1105,OSMANCIK HYDROELECTRIC POWER PLANT,Turhal Enerji Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"17,472",Middle East,2013-07-18,2013-02-15,2033-02-14
1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,Arsan Sogukpynar Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"14,668",Middle East,,,
1107,Koprubasi 14.66 MW HEPP,Koprubapy Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"24,081",Middle East,,,
1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,Kyy Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"37,737",Middle East,,,
1097,Wind Energy Project in Gujarat,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"101,234",Asia,2013-07-01,,
1099,Qian'an Wangxin Caizi Town Windfarm Project Phase I,"Qian’an IW Power Co., Ltd, P.R.China",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"102,586",Asia,2020-04-06,,
1069,"8 MW bundled wind power project, proposed by Ghodawat Industries (India) Pvt. Ltd.",Ghodawat Industries (I) Pvt.Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"116,926",Asia,2020-04-06,,
1071,Jatropha Agroforestry Senegal,African National Oil Corporation s.a.r.l.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Late to verify,Senegal,"1,742",Africa,2020-04-06,2009-06-03,2034-06-02
1072,Cepco Wind Power Project in Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"36,425",Asia,2013-11-15,,
1073,Vaayu India Wind Power Project in Andhra Pradesh,Vaayu (India) Power Corporation Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"92,971",Asia,2013-10-23,,
1074,Clean Energy generation from wind energy in the state of Andhra Pradesh.,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"12,238",Asia,2013-10-23,,
1075,Kohinoor Wind Power Project in Rajasthan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"37,741",Asia,2010-10-03,,
333,Yunnan Dujiacun Small  Hydropower Project,"Luquan Yulong Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"35,000",Asia,2010-03-03,,
334,"Methane Recovery Project Cleanergy Wanroij, North Brabant, The Netherlands,",Cleanergy BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.,Registered,Netherlands,"9,643",Europe,2020-06-04,,
335,"Methane Recovery Project Aben, Wanroij, North Brabant, The Netherlands",Aben Recycling BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,"18,021",Europe,2022-05-13,2016-05-01,2026-04-30
336,"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands",Houbensteyn milieu BV,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registered,Netherlands,"15,201",Europe,2022-05-17,,
340,"Upgradation, Operation and Maintenance of 200 TPD Composting facility at Okhla, Delhi",Indo Enviro Integrated Solutions Private Ltd,Waste handling and disposal,,AMS-III.F.,Late to verify,India,"8,525",Asia,2020-04-06,,
341,União and Dois Companheiros fuel switching project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"30,042",Latin America,2011-09-07,,
342,Hsikou Hydro Power Project,Chianan Industry Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Taiwan,"36,227",,2020-04-06,,
343,"7.03 MW Bundled grid connected wind electricity generation project in Tamil Nadu and Karnataka, India",PKPN Spinning Mills Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,519",Asia,2010-02-20,,
